"city","County","State","zip","x","y"
"Bastrop","Bastrop","Texas","78602","-97.312067","30.110719"
"Batavia","Kane","Illinois","60510","-88.310444","41.849249"
"Hot Springs","Bath","Virginia","24445","-79.833811","38.001164"
"Owingsville","Bath","Kentucky","40360","-83.720326","38.138877"
"Bath","Clinton","Michigan","48808","-84.449093","42.816181"
"Steuben","Steuben","New York","","-75.5123","42.9467"
"Bath","Sagadahoc","Maine","04530","-69.8318","43.9141"
"Davie","Broward","Florida","33314","-80.2331816","26.0564933"
"Battle Creek","Calhoun","Michigan","49014","-85.186948","42.319015"
"Rock Spring","Walker","Georgia","30739","-85.248013","34.848803"
"Baxte","Jasper","Iowa","55028","-93.1496","41.8251"
"Bay City","Bay","Michigan","48708","-83.8881","43.5895"
"Panama City","Bay","Florida","32412","-85.6338","30.1748"
"New York","Kings","New York","11209","-74.032102","40.61695"
"Liverpool","Onondaga","New York","13090","-76.2254","43.1389"
"Bayfield","","Colorado","81122","-107.598","37.2256"
"Bayfield","","Wisconsin","54814","-91.0592","46.4337"
"St. Martinville","St. Martin","Louisiana","70582","-91.8267","30.1241"
"Bayport","Washington","Minnesota","55003","-92.7794","45.019"
"St. Ignace","Mackinac","Michigan","49781","-84.720967","45.867004"
"Crisfield ","Somerset","Maryland","21817","-75.861666","37.979131"
"Langley ","Adams","Washington","98260","-122.461312","48.006879"
"New York","Nassau","New York","11530","-73.5492","40.9053"
"Baywood","","California","93402","-120.841","35.3282"
"Baywood ","San Luis Obispo","California","93412","-120.840899","35.328154"
"Fort Collins","","Colorado","80521","-105.078","40.5878"
"Fort Myers Beach ","Lee","Florida","33931","-81.930516","26.442506"
"Neptune Beach","Duval","Florida","32266","-81.397288","30.314978"
"Beacon","Dutchess","New York","12508","-73.985119","41.504816"
"Nashville ","Brown","Indiana","47448","-86.252467","39.265474"
"Belmont","","Mississippi","38827","-88.2108","34.5108"
"Beaumont, TX ","Jefferson","Texas","77707","-94.164226","30.067909"
"Royal Oak","Oakland","Michigan","48073","-83.19199","42.5139"
"Beaver","Beaver","Pennsylvania","15009","-80.3239","40.7199"
"Beaver Dam, Kentucky","Ohio","Kentucky","42320","-86.870931","37.400207"
"Beaver Falls","Beaver","Pennsylvania","15010","-80.3207","40.7596"
"Des Moines","Polk","Iowa","50310","-93.674728","41.6209851"
"Beaverton","Washington","Oregon","97075","-122.805002","45.484265"
"Beaverton ","Washington","Oregon","97075","-122.805002","45.484265"
"Temperance ","Monroe","Michigan","48182","-83.596275","41.765307"
"Bedford ","Bedford","Virginia","24523","-79.5252117","37.3337321"
"Bedford","Lawrence","Indiana","47421","-86.483982","38.861548"
"Bedford","Hillsborough","New Hampshire","03110","-71.5294248","42.9481941"
"Boynton Beach  ","","Florida","33473","-80.2051","26.4917"
"Poplar Bluff","Butler","Missouri","63764","-90.3849","36.7588"
"Louisville","Jefferson","Kentucky","40214","-85.767385","38.183957"
"Harrisburg","Banner","Nebraska","69345","-103.651789","41.442823"
"Ortonville","Oakland","Michigan","48462","-83.443812","42.852734"
"Camp Point","Adams","Illinois","62320","-91.0753","40.0406"
"Bel Air","Harford","Maryland","21014","-76.350562","39.535321"
"Belchertown","Hampden","Massachusetts","01007","-72.40138","42.277868"
"Belding","Ionia","Michigan","48809","-85.228826","43.096859"
"Belen","Valencia","New Mexico","","-106.7752","34.66278"
"Belfair","","Washington","98528","-122.827","47.4515"
"Belfast","Waldo","Maine","04915","-69.0139675","44.4292136"
"Belgrade","Gallatin","Montana","59714","-111.185","45.7732"
"Belington","Barbour","West Virginia","25250","-79.9357","39.0251"
"Belton","Bell","Texas","76513","-97.4619","31.0559"
"Temple","Bell","Texas","76501","-97.342","31.0945"
"Bella Vista","Shasta","California","","-122.235","40.6378"
"Bella Vista","","Arkansas","72714","-94.241","36.4714"
"Bellaire","Antrim","Michigan","49615","-85.205265","44.974831"
"Belle Plaine ","Benton","Iowa","","-92.2749472","41.8963048"
"Belleair","Pinellas","Florida","33756","-82.8035","27.9351"
"Bellefonte ","New Castle","Delaware","19809","-75.499515","39.766661"
"Bellefonte","Centre County","Pennsylvania","","-77.778","40.9122"
"Belleville ","Republic","Kansas","66935","-97.631021","39.823532"
"Belleville","Wayne","Michigan","48111","-83.4907","42.2083"
"Belleville","Mifflin","Pennsylvania","17004","-77.7229","40.6046"
"Belleville ","St. Clair","Illinois","62220","-89.985586","38.513605"
"Bellevue","Jackson","Iowa","52031","-90.455","42.262"
"Bellevue","Eaton","Michigan","49021","-85.018644","42.44585"
"Bellevue","King","Washington","98004","-122.202","47.626"
"Bellevue ","King","Washington","98004","-122.199021","47.615575"
"Bellevue","Sarpy","Nebraska","68005","-95.8936715","41.1396043"
"Bellflower","Los Angeles","California","90706","-118.134","33.8847"
"Bellingham","Whatcom","Washington","98226","-122.469657","48.75262"
"Bellows Falls","Windham","Vermont","05101","-72.444878","43.135697"
"Bellville","Richland","Ohio","44813","-82.5116","40.6198"
"Lakewood","Jefferson","Colorado","","-105.0813552","39.7111007"
"Belmond","Wright","Iowa","50421","-93.6155","42.8478"
"Belmont","San Mateo","California","94002","-122.273595","37.518818"
"Belmont","Allegany","New York","14813","-78.040287","42.225794"
"Belmont","","North Carolina","28012","-81.0437","35.2572"
"Belmont","Middlesex","Massachusetts","02478","-71.1738075","42.396577"
"Belton","Anderson","South Carolina","29627","-82.496","34.5268"
"Belton ","Cass","Missouri","64012","-94.524898","38.808364"
"Belvidere","Boone","Illinois","61008","-88.861885","42.272038"
"Belvidere","Warren","New Jersey","07823","-75.076496","40.827259"
"Belvidere","Boone","Illinois","61008","-88.8403969","42.2564991"
"Bemidji ","Beltrami","Minnesota","56601","-94.879466","47.469264"
"Bemidji","Beltrami","Minnesota","56601","-94.880609","47.469337"
"Bend","Deschutes","Oregon","97075","-121.321","44.06"
"Benicia","Solano","California","94510","-122.161188","38.046215"
"Bennet","Lancaster","Nebraska","68317","-96.503695","40.680498"
"Owosso","Shiawassee","Michigan","48867","-84.1682","43.0829"
"Bensenville","DuPage","Illinois","60105","-87.941926","41.95608"
"Omaha","Douglas","Nebraska","68104","-96.008148","41.285288"
"Stansbury Park","Tooele","Utah","84074","-112.2973","40.65062"
"Brooklyn","New York","New York","11214","-74.0109559","40.615535"
"Benton City","","Washington","99320","-119.487","46.2634"
"Benton","Franklin","Illinois","62812","-90.363","39.4823"
"Benton","Saline","Arkansas","72018","-92.5884","34.5612"
"Benton","Bossier","Louisiana","71006","-93.737025","32.69486"
"Benton Harbor","Berrien","Michigan","49022","-86.454635","42.115797"
"Bentonville","Benton","Arkansas","72712","-94.208816","36.3723485"
"Bentonville","Benton","Arkansas","72712","-94.225177","36.330894"
"Berea","Madison","Kentucky","40403","-84.297477","37.5682107"
"Berkeley Lake","","Georgia","30096","-84.1883","33.9851"
"Berkeley Springs","Morgan","West Virginia","25411","-78.227638","39.626698"
"Rome","Oneida","New York","13440","-75.458307","43.210056"
"Lanesboro","Berkshire","Massachusetts","","-73.207","42.49"
"Great Barrington","Berkshire","Massachusetts","01230","-73.3288593","42.2441394"
"Williamstown","Berkshire","Massachusetts","01267","-73.2035441","42.7088388"
"Pittsfield","Berkshire","Massachusetts","01201","-73.253489","42.448217"
"Berlin","Worcester","Maryland","21811","-76.8194","39.0641"
"Berlin ","Green Lake","Wisconsin","54923","-88.942278","43.968876"
"Berlin","Hartford","Connecticut","06037","-72.786014","41.643845"
"Berlin ","Coos","New Hampshire","03570","-71.18306","44.469527"
"Bernardston","Franklin","Massachusetts","01337","-72.5489526","42.6710011"
"Little Rock","Pulaski","Arkansas","72202","-92.272565","34.7350179"
"Nashville","Berrien","Georgia","31639","-83.245211","31.206709"
"Princeton ","Gibson","Indiana","47670","-87.583806","38.357542"
"San Jose ","Santa Clara","California","95132","-121.847368","37.40204"
"berryville","Carroll","Arkansas","72616","-93.567287","36.364472"
"Berthoud","Larimer","Colorado","80513","-105.082636","40.305329"
"Berwick","York","Maine","03901","-70.8649912","43.2668068"
"Berwyn","Cook","Illinois","60402","-87.7882889","41.8433103"
"BESSEMER","Jefferson","Alabama","35022","-86.951433","33.401168"
"Bethany Beach ","Sussex","Delaware","19930","-75.057188","38.5382249"
"Bethany","New Haven","Connecticut","06524","-72.9914827","41.4385519"
"Bethany","Oklahoma","Oklahoma","","-97.5095","35.584"
"Bethany","Harrison","Missouri","64424","-94.017747","40.264977"
"Bethel","Oxford","Maine","04217","-70.794075","44.412018"
"Bethel","Windsor","Vermont","05089","-72.6461","43.8444"
"Bethel","Fairfield","Connecticut","06801","-73.3838","41.4149"
"Bethesda","Montgomery","Maryland","20814","-77.09232","38.98105"
"Bethesda ","Montgomery","Maryland","20814","-77.099203","38.987028"
"Bethesda","Montgomery","Maryland","20814","-77.09656","38.98877"
"Bethlehem","Lehigh","Pennsylvania","18015","-75.3784029","40.6098058"
"Bettendorf ","Scott","Iowa","52722","-90.50228","41.524972"
"Richland","Pulaski","Missouri","65556","-92.4043396","37.8569838"
"Beverly","Essex","Massachusetts","01915","-70.884345","42.54678"
"Beverly Hills","Los Angeles","California","90210","-118.398907","34.074257"
"Bexley","Franklin","Ohio","43209","-82.942547","39.957118"
"Kyle","Shannon","South Dakota","57752","-102.179396","43.428739"
"Centreville","Bibb","Alabama","35042","-87.1386","32.9446"
"City of Big Bear Lake","San Bernardino","California","92315","-116.866864","34.26122"
"","Chemung","New York","","-73.945","40.6612"
"Cody","Park","Wyoming","82414","-109.0742033","44.5242379"
"Powell","Park","Wyoming","82435","-108.7626956","44.7542031"
"Barnardsville","Buncombe","North Carolina","28709","-82.4319","35.7599"
"Big Rapids","Mecosta","Michigan","49307","-85.4752","43.7046"
"Davenport","Lincoln","Washington","99122","-118.150018","47.653904"
"Big Sky","Gallatin","Montana","59716","-111.3103","45.2598"
"Big Stone Gap","Wise","Virginia","24219","-82.7752448","36.8681813"
"Big Timber","Sweet Grass","Montana","59011","-109.956","45.8351"
"Bigfork ","Flathead","Montana","59911","-114.079439","48.0736"
"Bigfork ","Flathead","Montana","59911","-114.08025","48.073931"
"Billerica","Middlesex","Massachusetts","01821","-71.270134","42.557513"
"Indianapolis","Marion","Indiana","46220","-86.084146","39.869366"
"Bird-in-Hand","Lancaster","Pennsylvania","17505","-76.0308","40.1067"
"Birmingham ","Oakland","Michigan","48009","-83.217619","42.55157"
"Bisbee","Cochise","Arizona","85603","-109.878248","31.407193"
"New Albany","Union","Mississippi","38652","-89.010823","34.494815"
"Bishop","Inyo","California","93514","-118.39743","37.362109"
"Bishop","Inyo","California","","-118.398","37.3615"
"Bismarck","Burleigh","North Dakota","58501","-100.808648","46.802512"
"Caldwell","Canyon","Idaho","83607","-116.815","43.6107"
"Florence","Ravalli","Montana","59833","-114.076216","46.631315"
"Russellville","Brown","Ohio","45168","-83.799939","38.852215"
"Black Eagle","Cascade","Montana","59414","-111.2743","47.52653"
"Black Forest","","Colorado","","-104.701","38.9977"
"Rapid City","Pennington","South Dakota","57701","-103.244279","44.084724"
"Black Mountain","Buncombe","North Carolina","28711","-82.3217446","35.6208614"
"Black River Falls ","Jackson","Wisconsin","54615","-90.846481","44.305681"
"Black River Falls ","Jackson","Wisconsin","54615","-90.850406","44.294552"
"Lorain","Lorain","Ohio","44052","-82.1757","41.4688"
"Worcester","Worcester","Massachusetts","01606","-71.7738903","42.3154222"
"Blacksburg","Montgomery","Virginia","24060","-80.414503","37.229248"
"Lincoln","Providence","Rhode Island","02865","-71.4631","41.941"
"Blackwell","Kay","Oklahoma","74631","-97.28256","36.79557"
"Blackwood","","New Jersey","08012","-75.0661","39.8015"
"Elizabethtown","Bladen","North Carolina","28337","-78.7351","34.4178"
"Blair","Washington","Nebraska","68008","-96.1296","41.5437"
"Blairstown","Warren","New Jersey","07825","-74.955689","40.982893"
"Blanchard","McClain","Oklahoma","73010","-97.659273","35.137967"
"Bland","Bland","Virginia","24315","-81.115074","37.100871"
"Blasdell","Erie","New York","14219","-78.824204","42.795179"
"Westerville","","Ohio","43081","-82.904","40.0968"
"Bliss","Emmet","Michigan","49718","-84.883123","45.681307"
"Block Island","Washington","Rhode Island","02807","-71.57006","41.176538"
"Bloomfield","Hartford","Connecticut","","-72.737","41.8299"
"Bloomfield","Stoddard","Missouri","63825","-89.9298107","36.880682"
"Pittsburgh","Allegheny","Pennsylvania","15224","-79.944435","40.459005"
"Blooming Prairie","Steele","Minnesota","55917","-93.0535","43.8717"
"Washington","District of Columbia","District of Columbia","20009","-77.0121571","38.9126037"
"Shiloh","Richland","Ohio","44878","-82.5544","40.9603"
"Bloomington","Monroe","Indiana","47401","-86.53614","39.1695"
"Bloomington","Hennepin","Minnesota","55431","-93.301241","44.825926"
"Bloomington","Monroe","Indiana","47401","-86.521677","39.1616604"
"Bloomsburg","Columbia","Pennsylvania","17815","-76.457784","41.00246"
"San Jose","Santa Clara","California","95136","-121.860023","37.256325"
"Oneonta","Blount","Alabama","35121","-86.470240429","33.9443186671"
"Blountville","Sullivan","Tennessee","37617","-82.3201083333","36.5340472222"
"Blowing Rock","Watauga County","North Carolina","","-81.6799","36.1322"
"Blue Hill ","Hancock","Maine","04614","-68.577132","44.427436"
"Pennington","","New Jersey","08534","-74.7885","40.3467"
"Blue Springs","Lafayette","Missouri","64015","-94.2778137","39.0183736"
"St. Clair","St. Clair","Michigan","48079","-82.483","42.8332"
"Thomaston","Upson","Georgia","30286","-84.3264","32.8906"
"Bluefield","Tazewell","Virginia","","-81.27162","37.251613"
"Lexington","Fayette","Kentucky","40509","-84.419562","38.014459"
"Lexington","Fayette","Kentucky","40513","-84.555073","38.016553"
"Louisville","Jefferson","Kentucky","40214","-85.763805","38.178432"
"Mount Olivet ","Robertson","Kentucky","41064","-83.98544","38.441814"
"Bluffton","Allen","Ohio","45817","-83.8902","40.8879"
"Bluffton","Wells","Indiana","46714","-85.17163","40.742723"
"Blytheville","Mississippi County","Arkansas","","-89.919","35.9273"
"Baltimore","Baltimore City","Maryland","21230","-76.600499","39.273976"
"Boalsburg","Centre","Pennsylvania","16827","-77.797107","40.780354"
"Boaz","Marshall","Alabama","35957","-86.1621","34.196"
"Boca Raton ","Palm Beach","Florida","33432","-80.08611","26.345812"
"Bozeman","Gallatin","Montana","59715","-111.031","45.6752"
"Boise","Ada","Idaho","83702","-116.2146068","43.6187102"
"Bolan","Worth","Iowa","50440","-93.1185","43.3728"
"Marble Hill","Bollinger","Missouri","63764","-89.9796801","37.3019525"
"Bolton Landing","","New York","12814","-73.6563","43.5564"
"Bonaparte","Van Buren","Iowa","52620","-91.8019","40.6979"
"Bondurant","","Iowa","50035","-93.4632","41.7015"
"Bonita Springs ","Lee","Florida","34134","-81.809683","26.349458"
"Bonita Springs","Lee","Florida","34135","-81.779296875","26.3411006927"
"Bonners Ferry","Boundary","Idaho","83805","-116.314","48.6961"
"Burlington","Boone","Kentucky","41005","-84.699311","39.020084"
"Harrison","Boone","Arkansas","72602","-93.1079","36.2304"
"Columbia","Boone","Missouri","65203","-92.372114","38.963622"
"Boone","Boone","Iowa","50036","-93.8800205","42.0627184"
"Jonesborough","Washington","Tennessee","37659","-82.471979","36.295271"
"Booneville ","Logan","Arkansas","72927","-93.9219446","35.1391229"
"Booneville","Logan","Arkansas","72927","-93.8518","35.1477"
"Boonton","Morris","New Jersey","07005","-74.412675","40.905624"
"Boonville","Mendocino","California","95415","-123.368","39.0091"
"Boonville","Cooper","Missouri","65233","-92.7407424","38.9573969"
"Boonville","Oneida","New York","13309","-75.344045","43.481778"
"Hydes","Baltimore","Maryland","21082","-76.4881","39.4754"
"Bordentown","Burlington","New Jersey","08505","-74.7030158","40.1456881"
"Boring","Clackamas","Oregon","97009","-122.373674","45.431356"
"Endinboro","Crawford","Pennsylvania","16412","-80.1507","41.8923"
"Brooklyn","Kings","New York","11219","-73.990497","40.633137"
"Borrego Springs","San Diego","California","92004","-116.378","33.2566"
"Boscobel ","Grant","Wisconsin","53805","-90.707006","43.135848"
"Meridian ","Bosque","Texas","76665","-97.6573069","31.9228027"
